name,grade,board_angle,moonboard_year,setter,start_holds,middle_holds,end_holds,rules,is_benchmark
FOR VERONICA #002,6A,25°,2017,David N,"H1,E3,","H5,D5,B8,A4,A11,B14,H12,F7,E11,E16,G16,","H18,",Feet follow hands,FALSE
FOR VERONICA #001,5+,25°,2017,David N,"F5,B3,","C7,F7,D10,F12,G13,C13,C16,G17,","F18,D18,",Feet follow hands,FALSE
MIHO NANAKA MBM2017,5+,25°,2017,elder,"A5,","F17,G13,D7,H8,D6,","A18,",Feet follow hands,FALSE
ALEX MEGOS MBM2017,5+,25°,2017,elder,"I4,H4,","D9,J12,D16,","K18,",Feet follow hands,FALSE
KYRA CONDIE MBM2018,5+,25°,2017,elder,"B5,G5,","C6,F12,","D18,",Feet follow hands,FALSE
DINESEN 1.2,5+,25°,2017,Dinesen,"A6,B3,","C7,F4,D1,F8,D10,C13,D15,","F18,",Feet follow hands,FALSE
DINESEN TRAVERS,5+,25°,2017,Dinesen,"J2,H5,","G7,D9,D10,A12,B6,E2,D4,C14,C17,","F18,",Feet follow hands,FALSE
DINESEN POCKET,6A,25°,2017,Dinesen,"E4,E6,","D8,G10,F12,H12,J8,I15,K15,D3,H6,","J18,",Feet follow hands,FALSE
DINESEN 1.0,5+,25°,2017,Dinesen,"B3,F5,","F8,H10,G13,E6,G14,D15,E17,D11,","F18,",Feet follow hands,FALSE
FOR ALBA #002,5+,25°,2017,David N,"F2,E6,","C2,G8,D9,F12,G13,D15,G16,D17,","F18,",Feet follow hands,FALSE
FOR MADISON,5+,25°,2017,David N,"J4,K6,","G6,H10,D12,G14,G13,G16,G1,I16,E7,D2,","J18,",Feet follow hands,FALSE
WIDE SHOULDERY WARM-UP,5+,25°,2017,David N,"A5,D5,","C2,E8,C13,G14,G10,D10,C16,G16,","E18,H18,",Feet follow hands,FALSE
ATTEMPT 1.0,5+,25°,2017,madison,"F5,D6,","F8,D9,H10,E13,D15,F17,","F18,",Feet follow hands,FALSE
MOONFLIGHT,5+,25°,2017,OsvaldHH,"C4,A5,","B8,E11,C14,E16,","D18,",Feet follow hands,FALSE
EXZACKLY,5+,25°,2017,TrevorD,"A6,E6,","D9,H10,G13,E13,C14,E16,C16,D10,F8,B8,","D18,B18,",Feet follow hands,FALSE
THE PROBLEM AKA PARKER’S,5+,25°,2017,TrevorD,"A6,","C7,D10,C10,F12,E13,D15,C16,","F18,H18,",Feet follow hands,FALSE
TWO BY TWO,5+,25°,2017,TrevorD,"E6,F6,","D15,F15,G13,E13,D12,F12,C10,D10,E8,F8,","H18,F18,",Feet follow hands,FALSE
EASY PEASIE,5+,25°,2017,robert,"E3,H5,","D9,F12,C14,","D18,",Feet follow hands,FALSE
HARRY POTTER ⚡️,6A,25°,2017,Tim Foote,"H5,","F9,G12,E15,H16,","E18,",Feet follow hands + screw ons,FALSE
RED-Y OR NOT 25,6A,25°,2017,Christophe Paquot,"D4,I3,","H8,D10,I13,C14,C16,","B18,",Feet follow hands,FALSE
MIDDLE SCHOOL COOL,5+,25°,2017,TrevorD,"F5,H5,","F8,F9,F12,G13,E13,D15,C16,A17,H10,","B18,",Feet follow hands,FALSE
REEEEEE,5+,25°,2017,elder,"B3,F3,","G6,G7,B9,F13,C15,","E18,",Feet follow hands,FALSE
YODELLEHO,5+,25°,2017,Oscar,"E4,F4,","I7,H10,F12,C16,","B18,",Feet follow hands,FALSE
EASY T,6A,25°,2017,Sven,"F4,J2,","H5,G8,I10,G13,D15,G11,","F18,",Feet follow hands,FALSE
IKKE SÅ SVÆR,5+,25°,2017,Sven,"E4,H5,","E8,H10,F12,C14,E16,F17,","H18,",Feet follow hands,FALSE
BLACK MAMBA,6A,25°,2017,ceb,"E4,G4,","C7,B9,D12,D15,D6,F1,A5,","F18,",Feet follow hands,FALSE
11232,5+,25°,2017,ceb,"F2,E4,","G7,C7,E10,C12,I13,F15,","F18,",Feet follow hands,FALSE
STRAIGHT FORWARD,6A,25°,2017,Sven,"D4,H3,","G7,D10,G13,D15,","F18,",Feet follow hands,FALSE
KUL,5+,25°,2017,Dsa05,"G2,D2,","E3,H5,D4,E7,H8,E10,H12,E13,F15,","F18,",Feet follow hands,FALSE
F16 OPTIONAL,6A,25°,2017,Garethbrooks_,"A5,C4,","B10,E8,F12,E13,I16,F16,","H18,",Feet follow hands,FALSE
AVOCADO,5+,25°,2017,ozaftet,"C4,F4,","F9,E10,E13,I13,I15,H6,E6,","J18,",Feet follow hands,FALSE
COA,6A,25°,2017,Don,"A5,","E8,E11,B10,G13,D15,","F18,",Feet follow hands,FALSE
FP TRAINING 1.1,5+,25°,2017,simon,"C4,C5,","B7,C8,F10,D11,F13,F14,H17,D1,","G18,K18,",Feet follow hands,FALSE
FP TRAINING 1,5+,25°,2017,simon,"C4,C5,","B6,B7,C8,F10,D11,D1,F13,F14,I14,H17,","G18,K18,",Feet follow hands,FALSE
CYA BLYAT,5+,25°,2017,ozaftet,"F6,H5,","E2,G1,H10,C13,G14,","H18,F18,",Feet follow hands,FALSE
WOODNUT COULD NUT,5+,25°,2017,#dirtygirlchronicles,"F5,","I8,H10,G14,J14,","H18,",Feet follow hands,FALSE
RAARGO\u0027S LEFTY,5+,25°,2017,Justin Alae-Carew,"A5,F5,","D9,G10,D12,C13,D15,C16,","F18,",Feet follow hands,FALSE
RAARGO\u0027S SURPRISE,6A,25°,2017,Justin Alae-Carew,"A5,","E8,B10,E14,A16,E11,","D18,",Feet follow hands,FALSE
RAARGO\u0027S REVENGE,5+,25°,2017,Justin Alae-Carew,"F5,H5,","I8,H10,J11,F12,G13,C16,","F18,",Feet follow hands,FALSE
HAND HUGS,5+,25°,2017,Samantha Robles,"A4,F4,","D9,H10,E13,C16,","B18,",Feet follow hands,FALSE
HOLA,5+,25°,2017,flores,"B2,F2,","D5,B9,H10,G13,D15,G16,","F18,",Feet follow hands,FALSE
SOFT,5+,25°,2017,Tom,"J4,I5,","J7,I8,K13,","H18,",Feet follow hands,FALSE
TUESDAY MORNING TUNING,5+,25°,2017,skaplskapl,"F4,B4,","C7,E11,B13,E14,A16,D17,","A18,",Feet follow hands + screw ons,FALSE
VANILLA CAKE,5+,25°,2017,#dirtygirlchronicles,"F5,","D9,C13,G14,D17,E11,","H18,",Feet follow hands,FALSE
LESSLE\u0027S PIKEY PROBLEM,6A,25°,2017,Hopkins,"H2,J3,","K5,H6,J8,J10,K12,F13,I14,F16,","G18,K18,",Feet follow hands,FALSE
B-DAY46,5+,25°,2017,#dirtygirlchronicles,"F5,","F8,H10,E13,G17,","H18,",Feet follow hands,FALSE
JUST FOR YOU,5+,25°,2017,Adon,"H5,F6,","G2,H10,F5,E13,C16,I8,K1,G13,C7,C10,","F18,",Feet follow hands,FALSE
FREE DANKULA,6A,25°,2017,Gud,"C4,F3,","I15,E13,D9,F9,D6,J10,","I18,",Feet follow hands,FALSE
TOO EASY,5+,25°,2017,Koharu Urawa,"H5,","F8,J11,E13,E16,F11,","C18,",Feet follow hands,FALSE
JORDAN’S EASY PROJECT,5+,25°,2017,Jordan Ernstes,"H5,D4,","F8,H10,F12,G13,D15,","F18,",Feet follow hands,FALSE
AMY\u0027S NEMESIS,6A,25°,2017,dan,"J4,F5,","I8,H10,C10,A11,C13,A16,","A18,",Feet follow hands,FALSE
POPPIN\u0027 CANDY,6A,25°,2017,Louise Haggarty,"G3,D5,","H8,D9,G13,I14,","H18,",Feet follow hands + screw ons,FALSE
MONDAY MORNING CRUISE,5+,25°,2017,skaplskapl,"A5,F3,","E8,D9,J6,G10,F12,J13,G16,","H18,",Feet follow hands,FALSE
DAB ON THEM SLOPERS,6A,25°,2017,Alex,"D4,H5,","E7,K13,J3,I10,H15,H14,H10,","H18,",Feet follow hands,FALSE
STINKY FEET,5+,25°,2017,DREUX JEREMY,"D4,F5,","I7,F8,D2,H10,I3,E13,E16,F12,C8,G14,","F18,",Feet follow hands,FALSE
PLEASE JUMP FOR COOLNESS,6A,25°,2017,DREUX JEREMY,"D4,H5,","G8,D9,E11,A14,E16,","E18,",Feet follow hands + screw ons,FALSE
I GOT A BOWL HAIR,5+,25°,2017,DREUX JEREMY,"F5,","I7,I8,H10,F12,E13,C14,E16,K1,C7,A11,K4,","B18,",Feet follow hands,FALSE
PUSHING IT,6A,25°,2017,robert,"E3,H5,","F6,D10,G13,D15,H8,","F18,",Feet follow hands + screw ons,FALSE
EASYPZ,5+,25°,2017,DREUX JEREMY,"K5,H5,","K7,H10,F12,E13,G14,D15,G17,I8,","H18,",Feet follow hands + screw ons,FALSE
LFS1,5+,25°,2017,Manu,"E1,H6,","D6,F10,I12,E14,A16,","D18,",Feet follow hands + screw ons,FALSE
LATE FOR WORK,6A,25°,2017,toille,"F4,B2,","E8,C10,G13,E15,","F18,",Feet follow hands,FALSE
CLIMB FASTER JENNY,5+,25°,2017,Kennn,"C4,E3,","B8,C10,G13,E15,","H18,",Feet follow hands,FALSE
SAMUEL,5+,25°,2017,spidergod2000,"D4,F5,","A3,D9,F12,G15,E16,","F18,",Feet follow hands,FALSE
SASMUEL,6A,25°,2017,spidergod2000,"D4,F5,","A3,D9,F12,I15,","F18,",Feet follow hands,FALSE
F,5+,25°,2017,elder,"A3,D1,","D7,C5,C11,E12,E17,C15,","H18,",Feet follow hands,FALSE
YA BOY,5+,25°,2017,Mickey_,"A3,J5,","A4,I9,C7,I12,A10,I15,B15,F11,","H18,",Feet follow hands,FALSE
YELLOW CARD,5+,25°,2017,Mickey_,"C6,E6,","C13,E15,G15,F3,D7,B9,E11,F14,","F18,H18,",Feet follow hands,FALSE
BOTH ARE DEAD,5+,25°,2017,Mickey_,"H3,E4,","H1,G6,D7,G9,D11,F14,C16,","F18,C18,",Feet follow hands,FALSE
CHOOSE WISELY,6A,25°,2017,Mickey_,"G4,F4,","H2,G7,D9,B6,F12,C15,F16,A11,","E18,H18,",Feet follow hands,FALSE
OFFFF,5+,25°,2017,Logan,"I5,D4,","I8,H12,F12,C8,E14,G12,E9,C14,H16,J15,A10,","C18,",Feet follow hands,FALSE
DINOSAURS DEMISE,5+,25°,2017,Mickey_,"K4,I5,","J7,H7,F9,H10,E11,D7,E14,B15,D12,K1,G3,","C18,",Feet follow hands,FALSE
WHEN YOU TRY YOUR BEST,5+,25°,2017,Logan,"I5,J6,","J1,H2,H7,I8,H11,J13,I16,G14,","F18,H18,",Feet follow hands,FALSE
MOOMY,5+,25°,2017,Logan,"H3,E4,","G7,D7,F10,D12,G13,E15,C17,H1,K1,F1,","H18,",Feet follow hands,FALSE
SHAFF 2018,5+,25°,2017,mattw,"F5,H5,","I7,F8,H10,G13,F12,E13,E16,C16,","D18,",Feet follow hands,FALSE
MUELLER CORNER,5+,25°,2017,DonnyDawes,"K4,","K15,F12,I7,","J18,",Feet follow hands,FALSE
POO POO KANGAROO,6A,25°,2017,Tim,"D5,H5,","D9,J11,E16,","F18,",Feet follow hands,FALSE
GOD COMPLEX,5+,25°,2017,Tim,"A5,C6,","D9,B12,E13,C16,","F18,",Feet follow hands,FALSE
BREXIT BREAKFAST,6A,25°,2017,Tim,"I5,E4,","F8,F12,D15,I7,I3,","F18,",Feet follow hands,FALSE
MEGLEPŐ,6A,25°,2017,Mano,"C5,H4,","D6,G8,E11,I12,H14,I17,","G18,",Feet follow hands,FALSE
JÁNOSKA,6A,25°,2017,Mano,"H3,G3,","G6,D17,D11,B9,C13,E14,F7,","G18,",Feet follow hands,FALSE
SHISH MAHAL,6A,25°,2017,DonnyDawes,"K3,F5,","J7,H10,K13,I16,","H18,",Feet follow hands,FALSE
FAST PACE,6A,25°,2017,Anthony,"A6,A4,","D10,A12,C16,","E18,B18,",Feet follow hands,FALSE
READY STEADY CLIMB,5+,25°,2017,Steven Whitehead,"K4,H5,","I7,F8,J11,G11,E13,C16,","E18,",Feet follow hands,FALSE
ROOKIE,5+,25°,2017,Rickycatcat,"F5,I5,","E8,H10,G14,K17,","H18,",Feet follow hands + screw ons,FALSE
PROBLEM 2,6A,25°,2017,EmmaSommer,"F5,B3,","E7,F8,D10,G4,G13,I8,D15,C16,","D18,",Feet follow hands,FALSE
TESTH5,5+,25°,2017,Dehwei  OShaughnessy,"F4,G4,","F5,G6,E7,E10,H10,F12,D13,G14,G9,E16,G16,","F18,",Feet follow hands,FALSE
DONGTASTIC,5+,25°,2017,DonnyDawes,"D4,A4,","F8,D10,E13,C16,A14,","B18,",Feet follow hands + screw ons,FALSE
DONNER KEBAB,6A,25°,2017,DonnyDawes,"E3,H5,","F8,J11,F17,G11,J14,E16,","B18,",Feet follow hands,FALSE
THE DON,5+,25°,2017,DonnyDawes,"D4,H5,","F9,I10,E13,C16,","B18,",Feet follow hands,FALSE
KATIE’S ROUTE,5+,25°,2017,Krushem,"H5,E4,","F8,J11,F12,G14,C16,J9,","F18,",Feet follow hands,FALSE
CEFRE,5+,25°,2017,Mászóka,"G4,J4,","D9,G8,F12,G14,G6,I16,","F18,",Footless + kickboard,FALSE
TRY IN MY B00BS,5+,25°,2017,Cyrus,"H5,F1,","D8,H10,C14,","F18,",Feet follow hands,FALSE
SZABI PROBLEM,6A,25°,2017,szilszab,"F2,I4,","E6,K8,H10,K12,F11,H15,","H18,",Feet follow hands,FALSE
JUST FOR FUN,5+,25°,2017,Garethbrooks_,"D4,H5,","D9,E13,F17,H10,","B18,",Feet follow hands,FALSE
RIGHT RIGHT3,5+,25°,2017,Day Leung,"F5,","B8,E8,D12,G13,G16,","H18,",Feet follow hands,FALSE
MOON 1X,5+,25°,2017,EmmaSommer,"E4,G3,","D9,F9,J8,D14,F16,B11,H12,","D18,E18,",Feet follow hands + screw ons,FALSE
PROBLEM1,6A,25°,2017,EmmaS,"F3,G4,","G6,E9,G12,E15,C13,E11,","C18,G18,",Feet follow hands,FALSE
YU,5+,25°,2017,EmmaS,"F3,H4,","I7,G9,I15,G13,E16,","H18,",Feet follow hands,FALSE
NÁNDI,6A,25°,2017,Mászóka,"E4,H3,","G8,F11,H14,F16,","H18,",Feet follow hands,FALSE
Y,5+,25°,2017,EmmaS,"G3,D4,","G8,F11,D8,D13,G16,","E18,",Feet follow hands,FALSE
MOONCLIMB 2,6A,25°,2017,EmmaS,"F5,F2,","C7,F8,G3,A3,F12,C13,D15,D10,C16,","B18,",Feet follow hands + screw ons,FALSE
ACTUAL 5+,5+,25°,2017,EmmaS,"D4,H5,","F8,H10,E13,E16,I15,H12,","H18,",Feet follow hands + screw ons,FALSE
WOODY\u0027S TAIL,5+,25°,2017,#dirtygirlchronicles,"D4,E3,","C16,D10,E13,F8,","B18,",Feet follow hands + screw ons,FALSE
MATT WALK,5+,25°,2017,Krushem,"H5,A6,","G13,C14,D9,D10,","F18,",Feet follow hands,FALSE
JAK,6A,25°,2017,jimi_lp,"E4,H3,","C13,D9,E11,F15,I7,","D18,",Feet follow hands,FALSE
EASY MAN,5+,25°,2017,Adon,"E4,H5,","F8,H10,E13,D15,C16,D10,A6,C7,","B18,",Feet follow hands,FALSE
RIGHT RIGHT 1,5+,25°,2017,shun wai,"D4,","G6,G7,J9,G11,G13,E14,","F18,",Feet follow hands,FALSE
JUMP JUMP!,6A,25°,2017,clemente pozzi,"E3,I3,","G13,D9,H6,","D18,",Feet follow hands,FALSE
6A,6A,25°,2017,Miss dynamic climber,"I3,F5,","I7,I8,J1,K1,F9,K5,F12,G13,C13,D17,","F18,",Feet follow hands,FALSE
PIÙ O MENO 25 GRADI,5+,25°,2017,clemente pozzi,"B4,A3,","B8,C11,A12,C13,A16,","D18,",Feet follow hands,FALSE
APPLE PICKING 25 GRADI,6A,25°,2017,clemente pozzi,"I3,F6,","I10,E13,","E18,",Feet follow hands,FALSE
CAPO 25 GRADI,6A,25°,2017,clemente pozzi,"E6,F5,","E8,F10,D11,F13,C15,","F18,",Feet follow hands,FALSE
FOR ANOTHER GIRLS,6A,25°,2017,clemente pozzi,"F5,G3,","D9,F12,D15,","F18,",Feet follow hands,FALSE
FOR GIRLS...,5+,25°,2017,clemente pozzi,"F5,","H10,D15,I8,G13,F15,","D18,",Feet follow hands,FALSE
FLINT,6A,25°,2017,Kelp,"B2,F5,","F9,I10,E13,H15,","F18,",Feet follow hands,FALSE
EUAN 1,6A,25°,2017,euank,"A5,B4,","E6,F5,G16,H10,J13,J7,","H18,",Feet follow hands + screw ons,FALSE
PIPPOS,6A,25°,2017,FppCrn,"J1,G1,","H3,I7,J4,H10,G5,F7,G12,E12,C9,C14,E15,","B18,",Feet follow hands,FALSE
E,5+,25°,2017,elder,"K5,","G7,G8,D11,F13,F16,E2,","F18,",Feet follow hands,FALSE
TEST5,5+,25°,2017,elder,"G3,F2,","H6,G8,H11,D14,F16,","D18,",Feet follow hands,FALSE
TEST4,5+,25°,2017,elder,"K5,","G7,G8,D11,H11,F16,","G18,",Feet follow hands,FALSE
TEST3,5+,25°,2017,elder,"E1,C3,","G6,C8,F13,F14,I15,G17,","H18,",Feet follow hands,FALSE
TEST2,5+,25°,2017,elder,"H3,H4,","D5,C8,A9,E10,D11,F14,F16,","H18,",Feet follow hands,FALSE
TEST1,5+,25°,2017,elder,"I5,I4,","J8,D1,J9,I12,C15,D17,","D18,",Feet follow hands,FALSE
FUN HARD,6A,25°,2017,Climber.gabs 🧗🏼‍♀️,"E4,H5,","H10,D10,E16,A14,B9,F8,","B18,",Feet follow hands,FALSE
BIG MOVES,5+,25°,2017,jack,"C3,C5,","F9,D13,B16,","C18,",Feet follow hands + screw ons,FALSE
AND THEY WERE ROOMATES,6A,25°,2017,matt deans,"G4,K4,","I7,F9,G11,J13,G14,H16,","F18,",Feet follow hands,FALSE
SQUIDWARD\u0027S REVENGE,6A,25°,2017,alexmcnulty,"H5,D5,","G10,D9,E12,G13,E16,I1,","H18,",Feet follow hands,FALSE
NO MATCHING!,6A,25°,2017,Jack Turner,"H5,F6,","D10,E13,G15,","J18,",Feet follow hands,FALSE
DEATH STAR 25°,6A,25°,2017,Ben Moon,"I4,","J6,K9,H11,G13,D15,","D18,",Feet follow hands + screw ons,FALSE
WARM UP B6,6A,25°,2017,Ben Moon,"E6,F4,","G10,F12,G13,D15,","F18,",Feet follow hands,FALSE
CHAOS 25°,5+,25°,2017,Ben Moon,"C4,","E6,B8,C10,C13,G14,D17,","H18,",Feet follow hands,FALSE
BLEAK HOUSE 25°,5+,25°,2017,Ben Moon,"K4,H5,","F8,D10,E13,C16,","B18,",Feet follow hands,FALSE
JUGGLER 25,6A,25°,2017,Ben Moon,"F5,H5,","F8,J11,E13,C16,","B18,",Feet follow hands,FALSE
IN ON THE ACTION,5+,25°,2017,Fox,"F5,","D15,G13,H10,I8,","F18,",Screw ons only,FALSE
DUMB DUMB,6A,25°,2017,Mongoose,"A3,C4,","B8,E8,C13,E11,D17,","A18,",Feet follow hands,FALSE
MIRTILLO2,5+,25°,2017,michimirtillo,"F5,G4,","I16,E15,G13,D11,E10,H10,H8,","E18,",Feet follow hands,FALSE
MIRTILLO,5+,25°,2017,michimirtillo,"F5,G4,","H8,D11,C13,H10,B16,G13,E15,E10,","D18,B18,",Feet follow hands + screw ons,FALSE
WARM UP B4,6A,25°,2017,Ben Moon,"B3,E3,","E7,E16,F15,G11,I10,J14,","B18,",Feet follow hands + screw ons,FALSE
WARM UP B3,5+,25°,2017,Ben Moon,"H5,K4,","C16,D10,E13,F8,I7,","B18,",Feet follow hands,FALSE
WARM UP B2,6A,25°,2017,Ben Moon,"A3,A5,","C7,C13,D9,F15,","F18,H18,",Feet follow hands,FALSE
WARM UP B1,5+,25°,2017,Ben Moon,"F5,F4,","D15,G13,H10,I8,","F18,",Feet follow hands,FALSE
PE EASY,5+,25°,2017,Colin Mckay,"F6,D4,","F8,D10,E13,C16,","E18,",Feet follow hands,FALSE
ALIEN BLOCAGE,6A,25°,2017,Colin Mckay,"F6,I3,","G9,E12,G15,D16,J5,","E18,",Feet follow hands,FALSE
Y2,5+,25°,2017,Kimball Holloway,"K5,J3,","H9,J10,F13,I14,F16,","H18,",Feet follow hands,FALSE
YELLOW STREAK,5+,25°,2017,Kimball Holloway,"C4,D1,","B7,F10,D11,F14,C15,","F18,",Feet follow hands,FALSE
DRAG RACER,5+,25°,2017,Kimball Holloway,"J4,G2,","G6,H8,D11,F14,C15,","F18,",Feet follow hands,FALSE
LIKE A RED CHILD,5+,25°,2017,GV,"E3,H5,","F8,F9,D10,E13,C16,","B18,",Feet follow hands,FALSE
JUG HOPPING,5+,25°,2017,Elis Evans,"F5,","F7,I7,H10,F9,E12,E13,C16,","B18,",Feet follow hands,FALSE
VZEROZERO,5+,25°,2017,SpeedKing Su,"A2,C4,","C5,F5,F7,G8,D9,F10,D12,E14,C15,D15,D17,","F18,",Feet follow hands,FALSE
AHR,5+,25°,2017,Kimball Holloway,"E3,J2,","H5,H8,J11,I15,","J18,",Feet follow hands,FALSE
SAVE YOUR SOUL,5+,25°,2017,Kimball Holloway,"A5,C1,","D6,D5,G8,D12,E14,D15,","F18,",Feet follow hands,FALSE
STRAIGHT OUT OF OREGON,6A,25°,2017,Kimball Holloway,"E4,G4,","G8,G13,H15,K9,","F18,",Feet follow hands,FALSE
MIDNIGHT OIL,6A,25°,2017,Kimball Holloway,"A5,F3,","C17,D12,D6,E14,F7,G10,I4,","F18,",Feet follow hands,FALSE
TOY STORY,5+,25°,2017,Kimball Holloway,"B3,D4,","H5,F6,J9,G11,H12,E16,K3,","E18,",Feet follow hands,FALSE
HEALER,5+,25°,2017,Kimball Holloway,"K4,I3,","I7,J9,D10,E13,F17,","E18,",Feet follow hands,FALSE
BLACK ON BLACK,5+,25°,2017,Kimball Holloway,"E4,G4,","D15,F12,F7,G8,","F18,",Feet follow hands,FALSE
RED CHILD,5+,25°,2017,Kimball Holloway,"E3,I2,","F6,F8,D10,E13,C14,C16,","B18,",Feet follow hands,FALSE
NS HI,5+,25°,2017,garynewmey,"J4,G3,","E6,K9,F12,H14,E17,J17,","J18,D18,",Feet follow hands,FALSE
NS LOW,5+,25°,2017,garynewmey,"K4,J4,","F7,G8,F10,G11,I12,I13,H17,D8,","K18,",Feet follow hands + screw ons,FALSE
B LINE,6A,25°,2017,Arran Watt,"D4,","F9,E16,D13,","E18,",Feet follow hands + screw ons,FALSE
STEVE’S TRIAL,5+,25°,2017,Steve Irvine,"D4,H5,","H8,J9,J11,E13,E7,C16,","E18,J18,",Feet follow hands,FALSE
T1_JS,5+,25°,2017,Jared Strutton,"H5,D5,","I8,H10,F8,F12,G13,E13,C16,","B18,",Feet follow hands,FALSE
STUPID THINGS,6A,25°,2017,Harrison,"A5,F5,","D10,E13,G13,I8,","F18,",Feet follow hands,FALSE
SCORPION,5+,25°,2017,Jules,"A5,F5,","D9,E13,E16,G10,","B18,",Feet follow hands + screw ons,FALSE
MY PROJEKT 1,5+,25°,2017,David_climbing0209,"E4,I4,","F16,I8,F12,D9,","H18,",Feet follow hands,FALSE
THE MASTER,6A,25°,2017,Alx Ts,"A1,A5,","C10,C13,E8,G14,","D18,",Feet follow hands,FALSE
BETA007,5+,25°,2017,Leo,"E3,G2,","D4,D1,E7,B8,H6,E10,G11,D13,G14,","E18,H18,",Feet follow hands,FALSE
FLASH104,6A,25°,2017,Leo,"H1,H5,","F6,F9,G11,J13,G14,I16,J8,","H18,F18,",Feet follow hands,FALSE
@20D TEST,5+,25°,2017,Kisky ry,"D5,F5,","G8,D9,H11,G13,G16,D15,","F18,",Feet follow hands,FALSE
WITNESS THE SOFTNESS,6A,25°,2017,Austin hoyt,"E4,H3,","D9,E15,F12,G7,G13,H10,","F18,H18,",Feet follow hands + screw ons,FALSE
NOT MOONBOARD HOLDS 4 V2,6A+,40°,2017,matthewhowells,"J5,E5,","E9,I11,B12,D13,B15,D16,","C18,",Feet follow hands + screw ons,FALSE
PAUL\u0027S PROJECT,6A+,25°,2017,itsjamiere,"A5,F5,","F8,I10,D12,D14,A15,","D18,",Feet follow hands,FALSE
LACHIE CAN’T BUMB,6A+,40°,2017,JimsyLimbsy,"F5,","F12,D10,F8,G13,D15,F16,","F18,",Feet follow hands,FALSE
QUINN 110518,6A+,40°,2017,Coach Aubs,"H5,E3,","E7,D10,E13,A14,C16,B11,I1,F9,","B18,",Feet follow hands,FALSE
BEAU 110518,6A+,40°,2017,Coach Aubs,"F6,H5,","E13,H10,A14,","B18,",Feet follow hands,FALSE
BANANA JUICE,6A+,25°,2017,Max,"C4,F5,","I8,F8,K4,E13,E16,H10,","F18,",Feet follow hands,FALSE
TYRONE’S THRONE,6A+,25°,2017,Max,"F5,H5,","F7,H9,D2,D10,E13,C16,A3,","A18,B18,",Feet follow hands,FALSE
11/5,6A+,40°,2017,Ryan Arment,"F5,","F7,G8,D4,G2,D9,E11,F12,H14,G16,","H18,",Feet follow hands,FALSE
TUCK AND PRAY,6A+,40°,2017,Max,"F5,","F8,H10,F12,J8,E13,E16,","F18,",Feet follow hands,FALSE
G,6A+,40°,2017,ceephotographyy,"F6,D6,","G14,E14,C10,C8,H6,I8,G9,H9,D13,I13,C12,","A18,",Feet follow hands,FALSE
LÄTTVIKT,6A+,40°,2017,Felixsch,"F2,B2,","F4,E6,C10,C13,D15,C16,","D18,",Feet follow hands,FALSE
SNUT 2 SOFT,6A+,40°,2017,sme002,"D4,H5,","F8,H10,F12,G13,D15,","H18,",Feet follow hands + screw ons,FALSE
CHIGUAGUA,6A+,40°,2017,Andres,"D5,F5,","E8,D9,G10,F12,G13,D15,C16,","B18,",Feet follow hands,FALSE
MOSTLY EASY,6A+,40°,2017,Efanrw13,"F6,J6,","J9,G11,G13,C14,E16,","D18,",Feet follow hands,FALSE
KAIRIP1,6A+,40°,2017,miki,"H5,","K2,I8,K11,K13,H15,K17,K9,","H18,",Footless + kickboard,FALSE
#627 一本道 (4Q),6A+,40°,2017,akihiro ishii,"A5,","A3,A8,A11,A14,A16,","A18,",Feet follow hands,FALSE
REAL VB,6A+,40°,2017,namazu,"H5,E3,","J16,G13,I8,F8,J11,","H18,",Feet follow hands,FALSE
NOT MOONBOARD HOLDS 3 V1,6A+,40°,2017,matthewhowells,"C6,E5,","E9,A10,B12,D13,B15,D16,","C18,",Feet follow hands,FALSE
NOT MOONBOARD HOLDS 2 V2,6A+,40°,2017,matthewhowells,"B5,G5,","D7,G9,G12,H13,G15,H16,D2,G2,","I18,",Feet follow hands,FALSE
NOT MOONBOARD HOLDS 1 V1,6A+,40°,2017,Peleg Levi,"E5,G5,","E9,G12,D13,D16,","C18,",Feet follow hands,FALSE
SALTY DOG,6A+,40°,2017,Brian Christensen,"D5,H5,","G8,D9,F11,F13,I14,H15,K10,","J18,",Feet follow hands,FALSE
ZACK ATTACK,6A+,40°,2017,Des,"D4,H5,","E7,G10,D11,F13,D16,","F18,",Feet follow hands,FALSE
BÖSE DES TEUFELS,6A+,40°,2017,Brudi44,"A2,E2,","K6,I5,B8,F9,D12,I15,","D18,",Feet follow hands,FALSE
CHARLOTTES PROJECT,6A+,40°,2017,Boulder Rock Club,"E3,H5,","F8,H10,F5,F13,F12,C7,C16,A17,","B18,A18,",Screw ons only,FALSE
A MOOD,6A+,40°,2017,Ru😊,"D5,F5,","G7,D9,G2,H10,D12,G14,D15,A17,","D18,A18,",Screw ons only,FALSE
POISSON DE NEIGE BIS,6A+,40°,2017,kevinconseil,"B3,D4,","F8,G11,J11,J14,J16,","J18,",Feet follow hands + screw ons,FALSE
POISSON DE NEIGE,6A+,40°,2017,kevinconseil,"B3,D4,","F8,G11,J14,J16,","J18,",Feet follow hands,FALSE
AQUECE,6A+,40°,2017,Branquinho,"D4,H5,","J2,F8,H10,F12,E13,E16,C16,","B18,E18,",Feet follow hands,FALSE
AQUESE,6A+,40°,2017,Branquinho,"D4,H5,","J2,F8,H10,F12,E13,E16,C16,","D18,B18,",Feet follow hands,FALSE
